City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
70,Wajima,JP,50.41,overcast clouds,37.4,136.9,Wajiima Onsen Yashio
72,Parker,US,66.85,few clouds,32.7668,-97.8003,"Candlewood Suites Weatherford, an IHG Hotel"
73,Ponta Delgada,PT,61.52,broken clouds,37.7333,-25.6667,Vila Nova Hotel
77,Astoria,US,45.95,broken clouds,46.1879,-123.8313,Best Western Astoria Bayfront Hotel
81,Hermanus,ZA,65.8,scattered clouds,-34.4187,19.2345,Misty Waves Boutique Hotel
83,Sinjar,IQ,75.0,overcast clouds,36.3209,41.8754,زوماني فون 1
84,Bethel,US,52.2,overcast clouds,41.3712,-73.414,Courtyard by Marriott Danbury
86,Saint-Philippe,RE,80.22,broken clouds,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
88,Victoria,HK,74.17,clear sky,22.2855,114.1577,Mini Hotel Central
89,Houma,US,79.0,mist,29.5958,-90.7195,Courtyard by Marriott Houma
96,Kaseda,JP,57.67,overcast clouds,31.4167,130.3167,Sun Stay Kaseda
98,Gurupa,BR,78.84,overcast clouds,-1.405,-51.64,Hotel Vitória
99,Grahamstown,ZA,61.95,few clouds,-33.3042,26.5328,Bartholomew's Loft
101,Butaritari,KI,80.42,light rain,3.0707,172.7902,Isles Sunset Lodge
102,Xuanhua,CN,56.59,overcast clouds,40.6103,115.0447,Jinjiang Inn Zhangjiakou Xuanhua People's Park
103,Dandong,CN,44.42,clear sky,40.1292,124.3947,Yiranju Farmstay
104,Esperance,AU,60.64,broken clouds,-33.8667,121.9,Hospitality Esperance
105,Hilo,US,69.53,overcast clouds,19.7297,-155.09,Hilo Hawaiian Hotel
106,Hobart,AU,53.46,overcast clouds,-42.8794,147.3294,St Ives Hobart Accommodation Tasmania
107,East London,ZA,70.74,clear sky,-33.0153,27.9116,Tu Casa
110,Sayyan,YE,68.72,clear sky,15.1718,44.3244,ملاطف ابوحورية
111,Margate,GB,61.11,overcast clouds,51.3813,1.3862,Premier Inn Margate hotel
113,Curuca,BR,76.39,overcast clouds,-0.7289,-47.8481,Hotel Curuça
