City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Antofagasta,CL,-23.65,-70.4,72.21,49,11,8.41,few clouds
346,El Mochito,HN,14.8667,-88.0833,83.14,46,77,1.7,broken clouds
347,Sabzevar,IR,36.2126,57.6819,81.68,17,40,11.5,scattered clouds
348,Agadez,NE,19.75,10.25,103.75,4,29,11.74,scattered clouds
349,Keti Bandar,PK,24.1447,67.4497,81.88,64,54,13.02,broken clouds
350,Rabo De Peixe,PT,37.8,-25.5833,60.31,59,75,11.5,broken clouds
351,Flinders,AU,-34.5833,150.8552,67.37,87,100,5.99,overcast clouds
352,Havre-Saint-Pierre,CA,50.2334,-63.5986,30.56,55,100,13.8,overcast clouds
353,Sorland,NO,67.667,12.6934,33.66,44,0,11.5,clear sky
354,Saskylakh,RU,71.9167,114.0833,-22.7,100,79,1.88,broken clouds
355,Mantua,IT,45.1667,10.7833,65.08,45,0,1.99,clear sky
356,Mattru,SL,7.6244,-11.8332,100.0,32,10,4.54,clear sky
357,Umm Lajj,SA,25.0213,37.2685,81.82,51,5,4.85,clear sky
358,Jacareacanga,BR,-6.2222,-57.7528,86.27,61,89,3.91,overcast clouds
359,Roma,US,43.2128,-75.4557,50.09,67,100,8.05,overcast clouds
360,Sembe,CG,1.6481,14.5806,81.57,69,79,8.34,moderate rain
361,Pisz,PL,53.6274,21.8125,40.42,55,99,12.73,overcast clouds
362,Mahebourg,MU,-20.4081,57.7,79.25,94,40,10.36,scattered clouds
363,Yumen,CN,40.2833,97.2,57.27,13,23,12.55,few clouds
364,Mokhsogollokh,RU,61.4681,128.9203,9.5,91,100,5.93,overcast clouds
365,Svetlaya,RU,46.5389,138.3297,35.44,67,100,8.52,overcast clouds
366,Pacific Grove,US,36.6177,-121.9166,51.48,94,1,1.99,clear sky
367,Tubuala,PA,9.5167,-79.0333,79.97,83,100,8.55,overcast clouds
368,U Thong,TH,14.3751,99.8923,84.72,46,29,6.53,light rain
369,Yulara,AU,-25.2406,130.9889,80.44,29,11,12.66,few clouds
370,Oranjemund,NA,-28.55,16.4333,65.14,73,0,11.05,clear sky
371,Vidim,RU,56.4088,103.1106,26.44,97,100,7.0,snow
372,Tazovskiy,RU,67.4667,78.7,32.63,99,100,11.95,light snow
373,Berea,US,41.3662,-81.8543,51.73,76,75,1.01,broken clouds
374,Ola,RU,59.5833,151.2833,8.15,91,98,8.1,overcast clouds
375,Fortuna,US,40.5982,-124.1573,41.67,97,75,6.91,broken clouds
376,San Quintin,MX,30.4833,-115.95,60.67,84,2,3.27,clear sky
377,Adamovka,RU,51.5223,59.9396,35.28,83,97,6.73,overcast clouds
378,Beira,MZ,-19.8436,34.8389,86.09,74,40,13.0,scattered clouds
379,Bentiu,SS,9.2333,29.8333,96.24,26,100,6.87,overcast clouds
380,Ouegoa,NC,-20.35,164.4333,75.06,91,100,14.14,overcast clouds
381,Zhigansk,RU,66.7697,123.3711,-4.31,99,98,8.79,overcast clouds
382,Gubkinskiy,RU,64.434,76.5026,34.5,99,100,20.65,light snow
383,Siderno,IT,38.2779,16.302,58.53,69,0,6.2,clear sky
384,Praya,CV,14.9215,-23.5087,77.54,53,20,21.85,few clouds
385,San Carlos De Bariloche,AR,-41.1456,-71.3082,53.35,71,75,19.57,broken clouds
386,Belmonte,BR,-15.8631,-38.8828,84.56,63,18,6.42,few clouds
387,Yinchuan,CN,38.4681,106.2731,59.88,11,0,2.35,clear sky
388,Parola,IN,20.8833,75.1167,97.07,11,9,7.63,clear sky
389,Dharchula,IN,29.85,80.5333,66.42,21,19,8.19,few clouds
390,Natal,BR,-5.795,-35.2094,86.65,70,75,9.22,broken clouds
391,Mirnyy,RU,62.5353,113.9611,-5.24,100,81,2.68,broken clouds
392,Liverpool,GB,53.4106,-2.9779,56.79,70,40,26.46,scattered clouds
393,Bandarbeyla,SO,9.4942,50.8122,80.62,67,25,10.29,scattered clouds
394,Princeton,US,25.5384,-80.4089,86.02,76,75,11.5,broken clouds
395,Kigonsera,TZ,-10.8,35.05,69.62,86,74,1.03,moderate rain
396,Port-Cartier,CA,50.0334,-66.8654,31.75,73,38,11.34,scattered clouds
397,Tigil,RU,57.8,158.6667,25.3,91,100,5.61,overcast clouds
398,Benghazi,LY,32.1167,20.0667,70.88,55,100,8.97,overcast clouds
399,Rio Gallegos,AR,-51.6226,-69.2181,41.05,60,0,23.02,clear sky
400,Sioux Lookout,CA,50.1001,-91.917,30.27,93,100,9.22,overcast clouds
401,Sparks,US,39.5349,-119.7527,51.76,62,20,12.66,few clouds
402,Mildura,AU,-34.2,142.15,69.76,37,90,10.36,overcast clouds
403,Boende,CD,-0.2167,20.8667,87.22,58,97,2.35,overcast clouds
404,Kamienna Gora,PL,50.7831,16.0304,42.24,78,100,6.69,overcast clouds
405,Shadrinsk,RU,56.0852,63.6335,34.05,70,9,19.51,clear sky
406,Qaqortoq,GL,60.7167,-46.0333,37.11,61,97,6.26,overcast clouds
407,Cidreira,BR,-30.1811,-50.2056,71.98,70,100,7.87,overcast clouds
408,Katsuura,JP,35.1333,140.3,55.76,76,100,0.96,overcast clouds
409,Vokhma,RU,58.9303,46.7586,31.05,93,90,4.14,overcast clouds
410,Pokhara,NP,28.2333,83.9833,74.57,35,38,6.15,scattered clouds
411,Codrington,AU,-38.2667,141.9667,59.63,74,100,12.24,overcast clouds
412,Dergaon,IN,26.7,93.9667,71.15,84,79,7.81,broken clouds
413,Yushu,CN,44.8,126.5333,31.17,24,59,16.24,broken clouds
414,Laramie,US,41.3114,-105.5911,33.53,75,100,39.12,overcast clouds
415,Saint-Joseph,RE,-21.3667,55.6167,79.21,85,57,7.74,broken clouds
416,Lagoa,PT,39.05,-27.9833,59.79,78,88,10.94,overcast clouds
417,Poum,NC,-20.2333,164.0167,76.89,87,100,30.27,light rain
418,Piura,PE,-5.2,-80.6333,80.02,57,74,6.46,broken clouds
419,Harda,IN,22.3333,77.1,95.02,8,6,1.1,clear sky
420,Beringovskiy,RU,63.05,179.3167,-13.32,94,37,8.72,scattered clouds
421,Warrington,GB,53.3925,-2.5802,56.97,69,40,26.46,scattered clouds
422,Livny,RU,52.4253,37.6069,39.06,66,100,16.73,overcast clouds
423,Krasnoselkup,RU,65.7,82.4667,34.38,100,100,15.37,overcast clouds
424,Bayshore Gardens,US,27.4253,-82.5904,80.98,84,100,11.5,overcast clouds
425,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,73.49,99,100,0.81,overcast clouds
426,Blackwater,AU,-23.5833,148.8833,71.83,74,32,10.13,scattered clouds
427,Saint-Georges,GD,12.0564,-61.7485,83.88,70,20,24.16,few clouds
428,Huarmey,PE,-10.0681,-78.1522,73.08,76,37,7.58,scattered clouds
429,Khilok,RU,51.3674,110.4676,17.24,88,97,2.42,overcast clouds
430,Wanning,CN,18.8003,110.3967,71.91,85,99,8.63,overcast clouds
431,Ahuimanu,US,21.4447,-157.8378,73.2,80,20,11.5,few clouds
432,Porto Novo,BJ,6.4965,2.6036,89.42,57,83,10.49,broken clouds
433,Chongwe,ZM,-15.3292,28.682,69.55,90,100,1.57,moderate rain
434,Dunedin,NZ,-45.8742,170.5036,57.29,94,100,11.59,light rain
435,Aktau,KZ,43.65,51.2,61.38,41,100,7.52,overcast clouds
436,Necochea,AR,-38.5473,-58.7368,72.32,31,39,17.56,scattered clouds
437,Shakawe,BW,-18.3667,21.85,86.94,33,20,3.2,few clouds
438,Melita,CA,49.2681,-100.9967,37.54,62,86,7.99,overcast clouds
439,Faya,SA,18.3851,42.4509,81.12,14,1,3.36,clear sky
440,Mossendjo,CG,-2.9506,12.7261,76.21,95,87,3.36,moderate rain
441,Rock Sound,BS,24.9,-76.2,77.31,77,88,14.47,overcast clouds
442,Carutapera,BR,-1.195,-46.02,80.46,88,97,1.07,overcast clouds
443,Galesong,ID,-5.3166,119.3661,77.02,78,80,2.15,broken clouds
444,Rutland,US,43.6167,-73.0162,50.7,55,0,7.0,clear sky
445,Gleisdorf,AT,47.1061,15.7127,65.48,34,96,1.77,overcast clouds
446,Pekan,MY,3.4836,103.3996,78.91,82,96,4.99,overcast clouds
447,Freeport,US,40.6576,-73.5832,54.25,53,100,6.91,overcast clouds
448,Salinopolis,BR,-0.6136,-47.3561,77.11,91,100,3.09,overcast clouds
449,Salalah,OM,17.0151,54.0924,82.49,74,0,10.36,clear sky
450,Vanavara,RU,60.34,102.2797,24.55,95,100,6.96,light snow
451,Kysyl-Syr,RU,63.8986,122.7617,-2.94,99,89,4.88,overcast clouds
452,Jumla,NP,29.2747,82.1838,50.61,32,1,5.5,clear sky
453,Beloslav,BG,43.1833,27.7,58.86,78,20,12.66,few clouds
454,Ketchikan,US,55.3422,-131.6461,39.18,93,100,3.44,light rain
455,Aviles,ES,43.5547,-5.9248,56.37,57,0,10.0,clear sky
456,Mehamn,NO,71.0357,27.8492,29.12,64,100,28.57,overcast clouds
457,Verkhoyansk,RU,67.5447,133.385,-14.22,100,79,0.92,broken clouds
458,Maldonado,UY,-34.6667,-54.9167,67.39,23,0,4.59,clear sky
459,Aksu,CN,41.1231,80.2644,67.24,20,0,3.8,clear sky
460,Vitim,RU,59.4511,112.5578,5.79,98,96,3.24,overcast clouds
461,Makubetsu,JP,45.3714,141.8211,44.01,75,5,25.1,clear sky
462,Sorong,ID,-0.8833,131.25,80.15,81,100,11.61,moderate rain
463,Plover,US,44.4564,-89.544,37.15,73,100,9.22,mist
464,Elk Plain,US,47.0532,-122.3976,41.59,88,40,14.97,scattered clouds
465,Chicama,PE,-7.8447,-79.1469,64.94,68,23,6.78,few clouds
466,Berberati,CF,4.2612,15.7922,91.53,37,96,2.64,overcast clouds
467,Wageningen,NL,51.9667,5.6667,53.96,93,75,14.97,mist
468,Shimoda,JP,34.6667,138.95,54.1,85,100,1.74,overcast clouds
469,Cleveland,US,41.4995,-81.6954,52.99,75,0,4.61,haze
470,Praia,CV,14.9215,-23.5087,77.54,53,20,21.85,few clouds
471,Henties Bay,NA,-22.116,14.2845,65.01,66,0,12.62,clear sky
472,Qasigiannguit,GL,68.8193,-51.1922,30.45,83,72,2.06,broken clouds
473,Asau,RO,46.4333,26.4,56.95,35,44,11.65,scattered clouds
474,Thunder Bay,CA,48.4001,-89.3168,35.29,86,100,9.22,overcast clouds
475,General Pico,AR,-35.6566,-63.7568,78.66,32,0,11.86,clear sky
476,Fayaoue,NC,-20.65,166.5333,77.72,87,100,10.63,overcast clouds
477,Ugoofaaru,MV,5.6667,73.0,83.75,68,98,2.33,overcast clouds
478,Pimenta Bueno,BR,-11.6725,-61.1936,84.43,71,98,2.89,overcast clouds
479,Vila Velha,BR,-20.3297,-40.2925,91.35,56,40,11.01,scattered clouds
480,Meulaboh,ID,4.1363,96.1285,78.82,83,100,2.24,overcast clouds
481,Yichang,CN,30.7144,111.2847,65.48,67,100,1.45,overcast clouds
482,Yankton,US,42.8711,-97.3973,54.12,58,100,21.85,overcast clouds
483,San Juan,AR,-31.5375,-68.5364,75.67,35,0,5.03,clear sky
484,Husavik,IS,66.0449,-17.3389,25.95,76,100,19.98,overcast clouds
485,Yola,NG,9.2,12.4833,106.57,14,18,6.73,few clouds
486,Palana,RU,59.1167,159.9667,24.53,89,100,17.74,overcast clouds
487,Lianran,CN,24.9227,102.485,45.14,84,100,3.71,overcast clouds
488,La Carolina,ES,38.2756,-3.6153,41.13,90,100,6.44,overcast clouds
489,Fukue,JP,32.6881,128.8419,58.51,54,100,7.72,overcast clouds
490,Road Town,VG,18.4167,-64.6167,82.49,61,40,12.66,scattered clouds
491,Adzope,CI,6.1069,-3.8619,95.04,43,97,7.05,overcast clouds
492,Loukhi,RU,66.0764,33.0381,30.9,95,100,15.9,light snow
493,Broome,US,42.2506,-75.833,53.2,56,95,5.01,overcast clouds
494,Chibombo,ZM,-14.6569,28.0706,71.6,85,100,3.58,light rain
495,Honiara,SB,-9.4333,159.95,76.87,95,100,6.31,overcast clouds
496,Big Rapids,US,43.6981,-85.4837,38.7,99,100,5.75,overcast clouds
497,Aykhal,RU,66.0,111.5,-8.16,100,78,3.6,broken clouds
498,Camopi,GF,3.1655,-52.3158,79.03,91,83,3.13,broken clouds
499,Lasa,IT,46.6166,10.7002,60.03,91,75,4.29,broken clouds
500,Constitucion,CL,-35.3333,-72.4167,65.44,48,0,5.03,clear sky
501,Dikson,RU,73.5069,80.5464,5.41,74,100,17.38,overcast clouds
502,Elko,US,41.0002,-115.5012,35.06,66,58,8.99,broken clouds
503,Laibin,CN,23.7,109.2667,69.46,61,7,5.06,clear sky
504,Abancay,PE,-13.6339,-72.8814,65.91,68,52,3.85,broken clouds
505,Parfenyevo,RU,58.484,43.4088,34.2,80,36,9.69,scattered clouds
506,Mao,ES,39.8885,4.2658,55.96,54,20,18.41,few clouds
507,Gien,FR,47.6933,2.6309,53.44,86,100,11.43,overcast clouds
508,Oyama,JP,36.3,139.8,52.07,82,100,3.36,overcast clouds
509,Imperia,IT,43.9667,7.7833,59.99,66,2,6.62,clear sky
510,Pechora,RU,65.1472,57.2244,17.96,90,100,10.63,overcast clouds
511,Harper,LR,4.375,-7.7169,86.63,69,97,8.7,overcast clouds
512,Raudeberg,NO,61.9875,5.1352,38.07,55,12,13.91,few clouds
513,Longyearbyen,SJ,78.2186,15.6401,13.84,52,0,12.66,clear sky
514,Rio Blanco,MX,18.8333,-97.15,82.02,24,43,5.48,scattered clouds
515,Linqiong,CN,30.4159,103.4609,58.82,80,100,3.67,overcast clouds
516,Palm Springs,US,33.8303,-116.5453,79.3,44,0,0.0,clear sky
517,Mogadishu,SO,2.0371,45.3438,85.87,70,75,13.8,broken clouds
518,Guerrero Negro,MX,27.9769,-114.0611,60.06,80,52,3.96,broken clouds
519,Vila,PT,42.0304,-8.1588,54.7,36,91,4.14,overcast clouds
520,Pohrebyshche,UA,49.4864,29.2636,47.34,56,100,13.11,overcast clouds
521,Chernyshevskiy,RU,63.0128,112.4714,0.43,100,97,0.83,overcast clouds
522,Woodstock,CA,43.1334,-80.7497,48.42,80,96,3.0,overcast clouds
523,Russell,US,32.3502,-85.1999,64.11,93,100,6.91,thunderstorm with rain
524,Marsh Harbour,BS,26.5412,-77.0636,76.82,76,3,16.84,clear sky
525,Joshimath,IN,30.5667,79.5667,56.84,38,73,8.1,broken clouds
526,Vegreville,CA,53.5001,-112.0518,36.3,96,100,20.71,overcast clouds
527,Bathsheba,BB,13.2167,-59.5167,79.41,69,75,19.57,broken clouds
528,Cockburn Town,TC,21.4612,-71.1419,78.31,72,10,12.8,clear sky
529,Kisangani,CD,0.5167,25.2,91.42,41,94,0.92,overcast clouds
530,Ulaangom,MN,49.9811,92.0667,28.96,95,100,1.57,overcast clouds
531,Hambantota,LK,6.1241,81.1185,77.34,100,40,4.61,scattered clouds
532,Zalantun,CN,48.0,122.7167,23.74,45,2,15.23,clear sky
533,Prado,BR,-17.3411,-39.2208,85.12,58,8,8.05,clear sky
534,Sangre Grande,TT,10.5835,-61.1177,85.96,64,34,12.21,scattered clouds
535,Imbituba,BR,-28.24,-48.6703,75.94,70,65,9.6,broken clouds
536,Vung Tau,VN,10.346,107.0843,79.81,84,84,11.9,broken clouds
537,Torrington,US,41.8007,-73.1212,53.85,52,100,3.0,overcast clouds
538,San Cristobal,VE,7.7669,-72.225,73.58,44,100,7.14,overcast clouds
539,Izhma,RU,65.0083,53.9113,16.32,93,77,4.79,broken clouds
540,Avera,US,33.194,-82.5271,65.71,75,77,16.2,broken clouds
541,Muisne,EC,0.6,-80.0333,81.73,73,66,2.04,broken clouds
542,Lujiang,CN,31.2581,117.2817,59.65,74,89,7.96,overcast clouds
543,Mirabad,AF,30.4362,61.8383,91.87,5,0,7.11,clear sky
544,Mlonggo,ID,-6.5333,110.7,78.51,84,100,4.85,overcast clouds
545,Naze,JP,28.3667,129.4833,52.72,61,16,1.88,few clouds
546,Atasu,KZ,48.6814,71.6433,48.6,77,100,8.9,overcast clouds
547,Alice Springs,AU,-23.7,133.8833,69.22,32,2,4.61,clear sky
548,Ohafia,NG,5.6167,7.8333,92.73,44,81,7.9,broken clouds
549,Genhe,CN,50.7833,121.5167,7.88,90,13,3.91,few clouds
550,Karratha,AU,-20.7377,116.8463,84.79,59,0,12.08,moderate rain
551,Trelew,AR,-43.249,-65.3051,74.39,33,27,27.65,scattered clouds
552,Chifeng,CN,42.2683,118.9636,35.94,15,84,10.27,broken clouds
553,Cherskiy,RU,68.75,161.3,-19.82,99,8,2.3,clear sky
554,Pisco,PE,-13.7,-76.2167,71.02,73,38,4.61,scattered clouds
555,Amudat,UG,1.95,34.95,89.22,21,16,16.78,few clouds
556,Zlitan,LY,32.4674,14.5687,64.29,79,78,13.98,broken clouds
557,Dalby,AU,-27.1833,151.2667,66.97,72,53,1.01,broken clouds
558,Puerto Madero,MX,14.7208,-92.4215,83.55,64,0,7.02,clear sky
559,Hobyo,SO,5.3505,48.5268,82.29,70,6,11.54,clear sky
560,Kushiro,JP,42.975,144.3747,37.69,97,32,12.26,scattered clouds
561,Shumskiy,RU,54.8318,99.1328,38.52,93,100,4.18,overcast clouds
562,Neiafu,TO,-18.65,-173.9833,75.88,88,75,8.05,broken clouds
563,Nioki,CD,-2.7167,17.6833,85.59,60,100,4.16,overcast clouds
564,Kupang,ID,-10.1667,123.5833,77.22,82,10,5.55,clear sky
565,Burgeo,CA,47.6167,-57.6152,35.8,79,100,20.69,overcast clouds
566,Quatre Cocos,MU,-20.2078,57.7625,79.09,84,94,12.24,light rain
567,Buzmeyin,TM,38.0507,58.2056,65.93,48,75,9.22,broken clouds
568,Boa Vista,BR,2.8197,-60.6733,84.18,61,75,12.66,broken clouds
569,Shalakusha,RU,62.2247,40.2539,35.35,79,100,10.98,overcast clouds
570,Luderitz,NA,-26.6481,15.1594,66.63,68,0,17.54,clear sky
571,Juan Lacaze,UY,-34.4342,-57.4381,70.12,37,0,4.36,clear sky
572,Wete,TZ,-5.0559,39.7294,84.0,69,51,10.87,broken clouds
573,Iqaluit,CA,63.7506,-68.5145,4.73,77,75,20.71,broken clouds
574,Okato,NZ,-39.2,173.8833,67.51,92,100,15.93,moderate rain
575,Ndioum,SN,16.5129,-14.6471,93.72,16,1,10.92,clear sky
576,Jalu,LY,29.0331,21.5482,105.8,5,56,6.76,broken clouds
577,Mizdah,LY,31.4451,12.9801,97.54,8,73,24.99,broken clouds
578,Aginskoye,RU,51.1,114.53,19.08,42,42,1.81,scattered clouds
579,Moyale,KE,3.5167,39.0584,83.53,38,68,12.37,broken clouds
580,Ekhabi,RU,53.5102,142.9671,28.47,97,100,9.84,overcast clouds
581,Bejar,ES,40.3864,-5.7634,41.58,62,100,2.66,overcast clouds
582,Kedrovyy,RU,56.1667,91.8167,37.87,96,100,5.35,overcast clouds
583,Filotion,GR,37.05,25.5,58.89,68,20,13.8,few clouds
584,Rorvik,NO,64.8621,11.2373,31.98,86,100,9.22,shower snow
585,Puerto Narino,CO,-3.7703,-70.3831,82.71,75,93,3.47,overcast clouds
586,Abu Samrah,SY,35.3029,37.1841,77.74,24,100,7.72,overcast clouds
587,Ust-Maya,RU,60.4167,134.5333,13.93,96,97,4.45,overcast clouds
588,Manggar,ID,-2.8833,108.2667,77.77,85,30,4.09,scattered clouds
589,Joao Pinheiro,BR,-17.7425,-46.1725,85.53,41,1,3.38,clear sky
590,Vilyuysk,RU,63.7553,121.6247,-2.99,100,90,4.05,overcast clouds
591,Jizan,SA,17.3333,42.6667,92.34,25,0,8.99,clear sky
592,Gillette,US,44.2911,-105.5022,34.11,61,100,18.01,overcast clouds
593,Valparaiso,CL,-33.0393,-71.6273,64.63,55,0,6.91,clear sky
594,Uige,AO,-7.6087,15.0613,80.62,69,75,6.91,broken clouds
595,Iracoubo,GF,5.4802,-53.2011,79.52,85,83,9.15,light rain
596,Mahibadhoo,MV,3.7833,72.9667,83.95,63,97,0.49,overcast clouds
597,Jiazi,CN,22.8779,116.067,66.69,74,20,7.58,few clouds
598,Port Hedland,AU,-20.3167,118.5667,82.45,83,3,10.36,clear sky
599,Minab,IR,27.1467,57.0801,88.12,45,0,6.91,clear sky
600,Curitibanos,BR,-27.2828,-50.5844,75.65,54,49,2.53,scattered clouds
601,El Vigia,VE,8.6219,-71.6506,85.77,63,99,4.74,overcast clouds
602,Cairns,AU,-16.9167,145.7667,77.07,89,100,3.44,overcast clouds
603,Doha,QA,25.2867,51.5333,95.31,50,16,8.05,few clouds
604,Santa Cruz,BO,-17.8,-63.1667,84.25,58,75,9.22,broken clouds
605,Santa Cruz De La Palma,ES,28.6835,-17.7642,66.34,48,75,21.85,broken clouds
606,Ancud,CL,-41.8697,-73.8203,56.23,96,100,11.63,light rain
607,Iquitos,PE,-3.7481,-73.2472,84.24,70,0,3.44,clear sky
608,Seydi,TM,39.4816,62.9137,83.98,13,45,8.79,scattered clouds
609,Marawi,PH,7.9986,124.2928,69.17,99,100,1.5,moderate rain
610,Kemi,FI,65.8596,24.8228,33.57,100,100,9.22,light rain
611,Half Moon Bay,US,37.4636,-122.4286,53.31,85,0,10.36,mist
612,Nipawin,CA,53.3668,-104.0009,32.04,93,75,14.97,broken clouds
613,Erdenet,MN,49.0333,104.0833,32.9,47,8,3.71,clear sky
614,Umm Kaddadah,SD,13.6017,26.6876,103.15,8,45,16.17,scattered clouds
615,Porto San Giorgio,IT,43.1827,13.7934,61.75,64,2,10.27,clear sky
616,Jiuquan,CN,39.7432,98.5174,57.36,13,1,13.27,clear sky
617,Zima,RU,53.9202,102.0442,31.64,98,100,4.79,snow
618,Griffith,US,41.5284,-87.4237,49.08,83,0,6.91,clear sky
619,Malkangiri,IN,18.35,81.9,85.05,44,69,1.77,broken clouds
620,Leninskoye,KZ,41.7589,69.3864,64.94,42,34,4.14,scattered clouds
621,San Antonio,US,29.4241,-98.4936,79.59,84,75,8.05,mist
622,Takoradi,GH,4.8845,-1.7554,85.55,70,100,9.51,overcast clouds
623,Hokitika,NZ,-42.7167,170.9667,61.16,92,99,7.78,overcast clouds
624,Natchitoches,US,31.7668,-93.1335,67.98,83,0,5.75,clear sky
625,Ilyich,KZ,40.8464,68.5067,74.77,28,19,7.38,few clouds
626,Ambovombe,MG,-25.1667,46.0833,78.06,79,93,10.65,overcast clouds
627,Grand Gaube,MU,-20.0064,57.6608,79.38,85,74,4.0,broken clouds
628,Atambua,ID,-9.1061,124.8925,72.57,89,32,4.12,scattered clouds
629,Rottingdean,GB,50.8098,-0.0594,61.3,64,40,17.27,scattered clouds
630,Lodhran,PK,29.5405,71.6336,90.34,6,0,2.86,clear sky
631,Kieta,PG,-6.2167,155.6333,78.42,88,100,6.71,light rain
632,Solano,US,38.2333,-121.9511,55.29,65,0,10.36,clear sky
633,Teeli,RU,51.0333,90.2333,40.28,67,13,1.9,few clouds
634,Chake Chake,TZ,-5.2459,39.7666,84.13,67,56,10.42,broken clouds
635,Bakchar,RU,57.0186,82.0711,42.73,84,100,11.27,overcast clouds
636,Ovalle,CL,-30.5983,-71.2003,76.77,34,0,4.25,clear sky
637,Tabuk,PH,17.4189,121.4443,72.9,90,100,4.5,overcast clouds
638,Tabatinga,BR,-4.2525,-69.9381,80.69,78,40,4.61,scattered clouds
639,Martapura,ID,-3.4167,114.85,75.29,100,99,1.14,overcast clouds
640,Raahe,FI,64.6833,24.4833,28.49,97,100,9.89,light snow
641,Westminster,US,39.8367,-105.0372,63.03,33,40,12.66,scattered clouds
642,Aksehir,TR,38.3575,31.4164,61.3,41,81,17.05,light rain
643,Calvinia,ZA,-31.4707,19.776,56.8,63,98,15.75,overcast clouds
644,Maiduguri,NG,11.8464,13.1603,107.53,4,84,14.7,broken clouds
645,Gornopravdinsk,RU,60.05,69.9,36.01,92,100,11.59,overcast clouds
646,Kushima,JP,31.4583,131.2333,55.81,68,100,4.88,overcast clouds
647,Newcastle,AU,-32.9272,151.7765,64.71,93,0,3.44,clear sky
648,Dong Hoi,VN,17.4833,106.6,69.48,86,87,7.49,overcast clouds
649,Burriana,ES,39.889,-0.085,55.96,57,100,12.5,overcast clouds
650,Lodja,CD,-3.4833,23.4333,87.75,51,88,0.49,overcast clouds
651,Mamontovo,RU,52.7055,81.6244,46.09,71,100,17.05,overcast clouds
652,Kandi,BJ,11.1342,2.9386,107.17,16,43,1.7,scattered clouds
653,Eirunepe,BR,-6.6603,-69.8736,88.61,54,100,2.68,overcast clouds
654,Sabang,ID,5.8933,95.3214,79.56,78,100,4.61,light rain
655,Nagato,JP,34.3833,131.2,56.19,75,100,8.63,overcast clouds
656,Agirish,RU,61.9247,63.0231,28.06,95,100,9.42,light snow
657,Xingcheng,CN,40.6167,120.7167,44.13,28,3,12.86,clear sky
658,Otradnoye,RU,59.7775,30.8181,39.04,94,100,14.43,overcast clouds
659,Charters Towers,AU,-20.1,146.2667,73.17,83,54,8.66,broken clouds
660,Bacungan,PH,9.9106,118.7022,78.73,88,100,5.14,overcast clouds
661,Trussville,US,33.6198,-86.6089,61.56,95,100,13.8,thunderstorm
662,Simontornya,HU,46.7546,18.5549,56.61,49,63,8.12,broken clouds
663,Alekseyevka,RU,50.6309,38.6903,43.99,53,100,12.91,overcast clouds
664,Turangi,NZ,-39.0,175.9333,57.58,100,100,5.59,overcast clouds
665,Alcains,PT,39.9164,-7.4566,58.55,54,100,7.9,overcast clouds
666,Dumas,US,35.8656,-101.9732,59.14,29,0,19.57,clear sky
667,Labuhan,ID,-6.8844,112.2051,79.63,79,100,0.83,overcast clouds
668,Brigantine,US,39.4101,-74.3646,55.04,70,0,12.66,clear sky
669,Lappeenranta,FI,61.0587,28.1887,33.8,97,100,13.8,light snow
